"{""richText"":[{""font"":{""bold"":true,""size"":8,""color"":{}},""text"":""Note: ""},{""font"":{""size"":8,""color"":{}},""text"":""The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ""}]}",,,,,,,,,,,,,,,,,,,,,,
"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation",,,,,,"Rank","Value"
"Launce","Gale","Male","86","1939-01-15",,"n/a","Mass Customer","N","No","21","4 Fordem Avenue","2777","NSW","Australia","9","{""formula"":"""",""result"":0.63}","{""formula"":""Q917*(IF(J917=\""Yes\"",1.25,1))"",""result"":0.63}","{""formula"":""R917*(IF(OR(VALUE(P917)>8,VALUE(D917)>80),1.25,1))"",""result"":0.7875}","{""formula"":""S917*(IF(H917=\""Mass Customer\"",0.85,1))"",""result"":0.6693749999999999}","{""formula"":""RANK(W917,W1:W1002,0)"",""result"":913}","913","0.4993749999999999"
"Ilise","Clissold","Female","58","1987-11-16","Developer IV","Entertainment","High Net Worth","N","No","9","659 Comanche Plaza","2153","NSW","Australia","10","{""formula"":"""",""result"":0.8}","{""formula"":""Q918*(IF(J918=\""Yes\"",1.25,1))"",""result"":0.8}","{""formula"":""R918*(IF(OR(VALUE(P918)>8,VALUE(D918)>80),1.25,1))"",""result"":1}","{""formula"":""S918*(IF(H918=\""Mass Customer\"",0.85,1))"",""result"":1}","{""formula"":""RANK(W918,W1:W1002,0)"",""result"":913}","913","0.4993749999999999"
"Julita","Prene","Female","14","1979-05-16","Chemical Engineer","Manufacturing","High Net Worth","N","Yes","13","5 Myrtle Junction","4128","QLD","Australia","2","{""formula"":"""",""result"":0.63}","{""formula"":""Q919*(IF(J919=\""Yes\"",1.25,1))"",""result"":0.7875}","{""formula"":""R919*(IF(OR(VALUE(P919)>8,VALUE(D919)>80),1.25,1))"",""result"":0.7875}","{""formula"":""S919*(IF(H919=\""Mass Customer\"",0.85,1))"",""result"":0.7875}","{""formula"":""RANK(W919,W1:W1002,0)"",""result"":913}","913","0.4993749999999999"
"Ashlen","Willbond","Female","64","1984-05-15","Software Consultant","Health","High Net Worth","N","No","16","723 Grayhawk Way","3934","VIC","Australia","8","{""formula"":"""",""result"":0.96}","{""formula"":""Q920*(IF(J920=\""Yes\"",1.25,1))"",""result"":0.96}","{""formula"":""R920*(IF(OR(VALUE(P920)>8,VALUE(D920)>80),1.25,1))"",""result"":0.96}","{""formula"":""S920*(IF(H920=\""Mass Customer\"",0.85,1))"",""result"":0.96}","{""formula"":""RANK(W920,W1:W1002,0)"",""result"":913}","913","0.4993749999999999"
"Keely","Bointon","Female","71","1988-10-16","Nurse","Telecommunications","High Net Worth","N","No","3","55 Dorton Point","4154","QLD","Australia","9","{""formula"":"""",""result"":0.79}","{""formula"":""Q921*(IF(J921=\""Yes\"",1.25,1))"",""result"":0.79}","{""formula"":""R921*(IF(OR(VALUE(P921)>8,VALUE(D921)>80),1.25,1))"",""result"":0.9875}","{""formula"":""S921*(IF(H921=\""Mass Customer\"",0.85,1))"",""result"":0.9875}","{""formula"":""RANK(W921,W1:W1002,0)"",""result"":913}","913","0.4993749999999999"
"Poul","Gaskin","Male","78","1950-06-15","Help Desk Operator","Telecommunications","High Net Worth","N","No","17","9 Killdeer Circle","2643","NSW","Australia","2","{""formula"":"""",""result"":0.55}","{""formula"":""Q922*(IF(J922=\""Yes\"",1.25,1))"",""result"":0.55}","{""formula"":""R922*(IF(OR(VALUE(P922)>8,VALUE(D922)>80),1.25,1))"",""result"":0.55}","{""formula"":""S922*(IF(H922=\""Mass Customer\"",0.85,1))"",""result"":0.55}","{""formula"":""RANK(W922,W1:W1002,0)"",""result"":920}","920","0.4929999999999999"
"Sheilakathryn","Huff","Female","45","1958-05-15","Assistant Manager","n/a","High Net Worth","N","Yes","14","04 Miller Drive","2477","NSW","Australia","6","{""formula"":"""",""result"":1.06}","{""formula"":""Q923*(IF(J923=\""Yes\"",1.25,1))"",""result"":1.325}","{""formula"":""R923*(IF(OR(VALUE(P923)>8,VALUE(D923)>80),1.25,1))"",""result"":1.325}","{""formula"":""S923*(IF(H923=\""Mass Customer\"",0.85,1))"",""result"":1.325}","{""formula"":""RANK(W923,W1:W1002,0)"",""result"":921}","921","0.49"
"Rubia","Evetts","Female","59","1990-12-21","Pharmacist","Health","Mass Customer","N","No","16","64213 Miller Point","2071","NSW","Australia","9","{""formula"":"""",""result"":0.4}","{""formula"":""Q924*(IF(J924=\""Yes\"",1.25,1))"",""result"":0.4}","{""formula"":""R924*(IF(OR(VALUE(P924)>8,VALUE(D924)>80),1.25,1))"",""result"":0.5}","{""formula"":""S924*(IF(H924=\""Mass Customer\"",0.85,1))"",""result"":0.425}","{""formula"":""RANK(W924,W1:W1002,0)"",""result"":921}","921","0.49"
"Francklin","Cross","Male","51","1981-04-06","Teacher","Property","Mass Customer","N","Yes","3","24593 Jackson Parkway","2231","NSW","Australia","10","{""formula"":"""",""result"":0.51}","{""formula"":""Q925*(IF(J925=\""Yes\"",1.25,1))"",""result"":0.6375}","{""formula"":""R925*(IF(OR(VALUE(P925)>8,VALUE(D925)>80),1.25,1))"",""result"":0.796875}","{""formula"":""S925*(IF(H925=\""Mass Customer\"",0.85,1))"",""result"":0.67734375}","{""formula"":""RANK(W925,W1:W1002,0)"",""result"":921}","921","0.49"
"Wilone","Champley","Female","22","1983-11-06",,"Manufacturing","High Net Worth","N","No","17","9346 Lyons Point","2077","NSW","Australia","10","{""formula"":"""",""result"":0.99}","{""formula"":""Q926*(IF(J926=\""Yes\"",1.25,1))"",""result"":0.99}","{""formula"":""R926*(IF(OR(VALUE(P926)>8,VALUE(D926)>80),1.25,1))"",""result"":1.2375}","{""formula"":""S926*(IF(H926=\""Mass Customer\"",0.85,1))"",""result"":1.2375}","{""formula"":""RANK(W926,W1:W1002,0)"",""result"":924}","924","0.48875"
"Lezlie","Clemits","Female","2","1973-05-30","Senior Cost Accountant","Financial Services","Mass Customer","N","Yes","15","0504 Nevada Drive","2155","NSW","Australia","10","{""formula"":"""",""result"":0.56}","{""formula"":""Q927*(IF(J927=\""Yes\"",1.25,1))"",""result"":0.7000000000000001}","{""formula"":""R927*(IF(OR(VALUE(P927)>8,VALUE(D927)>80),1.25,1))"",""result"":0.8750000000000001}","{""formula"":""S927*(IF(H927=\""Mass Customer\"",0.85,1))"",""result"":0.74375}","{""formula"":""RANK(W927,W1:W1002,0)"",""result"":924}","924","0.48875"
"Kathe","Oller","Female","47","1959-08-20","General Manager","Manufacturing","Mass Customer","N","Yes","5","817 Loftsgordon Road","3029","VIC","Australia","4","{""formula"":"""",""result"":0.67}","{""formula"":""Q928*(IF(J928=\""Yes\"",1.25,1))"",""result"":0.8375}","{""formula"":""R928*(IF(OR(VALUE(P928)>8,VALUE(D928)>80),1.25,1))"",""result"":0.8375}","{""formula"":""S928*(IF(H928=\""Mass Customer\"",0.85,1))"",""result"":0.711875}","{""formula"":""RANK(W928,W1:W1002,0)"",""result"":926}","926","0.4844999999999999"
"Dulce","Bradwell","Female","61","1957-07-03","Research Associate","Manufacturing","Mass Customer","N","No","20","30 Lukken Point","4159","QLD","Australia","9","{""formula"":"""",""result"":0.89}","{""formula"":""Q929*(IF(J929=\""Yes\"",1.25,1))"",""result"":0.89}","{""formula"":""R929*(IF(OR(VALUE(P929)>8,VALUE(D929)>80),1.25,1))"",""result"":1.1125}","{""formula"":""S929*(IF(H929=\""Mass Customer\"",0.85,1))"",""result"":0.945625}","{""formula"":""RANK(W929,W1:W1002,0)"",""result"":926}","926","0.4844999999999999"
"Felice","Dechelette","Male","75","1998-02-05","Librarian","Entertainment","High Net Worth","N","No","3","4 Kingsford Trail","4051","QLD","Australia","4","{""formula"":"""",""result"":0.61}","{""formula"":""Q930*(IF(J930=\""Yes\"",1.25,1))"",""result"":0.61}","{""formula"":""R930*(IF(OR(VALUE(P930)>8,VALUE(D930)>80),1.25,1))"",""result"":0.61}","{""formula"":""S930*(IF(H930=\""Mass Customer\"",0.85,1))"",""result"":0.61}","{""formula"":""RANK(W930,W1:W1002,0)"",""result"":928}","928","0.48"
"Joane","Caldes","Female","84","28566","Senior Cost Accountant","Financial Services","High Net Worth","N","Yes","13","42 3rd Plaza","2250","NSW","Australia","7","{""formula"":"""",""result"":0.97}","{""formula"":""Q931*(IF(J931=\""Yes\"",1.25,1))"",""result"":1.2125}","{""formula"":""R931*(IF(OR(VALUE(P931)>8,VALUE(D931)>80),1.25,1))"",""result"":1.515625}","{""formula"":""S931*(IF(H931=\""Mass Customer\"",0.85,1))"",""result"":1.515625}","{""formula"":""RANK(W931,W1:W1002,0)"",""result"":928}","928","0.48"
"Diane","Furman","Female","67","1993-08-11",,"Manufacturing","Affluent Customer","N","Yes","13","6660 Riverside Circle","3013","VIC","Australia","9","{""formula"":"""",""result"":0.91}","{""formula"":""Q932*(IF(J932=\""Yes\"",1.25,1))"",""result"":1.1375}","{""formula"":""R932*(IF(OR(VALUE(P932)>8,VALUE(D932)>80),1.25,1))"",""result"":1.421875}","{""formula"":""S932*(IF(H932=\""Mass Customer\"",0.85,1))"",""result"":1.421875}","{""formula"":""RANK(W932,W1:W1002,0)"",""result"":930}","930","0.478125"
"Ogdan","Blenkinship","Male","65","1951-01-18","Occupational Therapist","Health","Mass Customer","N","Yes","21","21712 Texas Court","3429","VIC","Australia","5","{""formula"":"""",""result"":0.46}","{""formula"":""Q933*(IF(J933=\""Yes\"",1.25,1))"",""result"":0.5750000000000001}","{""formula"":""R933*(IF(OR(VALUE(P933)>8,VALUE(D933)>80),1.25,1))"",""result"":0.5750000000000001}","{""formula"":""S933*(IF(H933=\""Mass Customer\"",0.85,1))"",""result"":0.48875}","{""formula"":""RANK(W933,W1:W1002,0)"",""result"":930}","930","0.478125"
"Kizzee","Agget","Female","98","1976-07-25","Statistician II","Manufacturing","Affluent Customer","N","No","8","122 Marcy Park","2213","NSW","Australia","10","{""formula"":"""",""result"":1.1}","{""formula"":""Q934*(IF(J934=\""Yes\"",1.25,1))"",""result"":1.1}","{""formula"":""R934*(IF(OR(VALUE(P934)>8,VALUE(D934)>80),1.25,1))"",""result"":1.375}","{""formula"":""S934*(IF(H934=\""Mass Customer\"",0.85,1))"",""result"":1.375}","{""formula"":""RANK(W934,W1:W1002,0)"",""result"":930}","930","0.478125"
"Stephi","Highton","Female","30","1987-09-09","Software Engineer I","Telecommunications","Mass Customer","N","Yes","12","293 Mendota Park","2154","NSW","Australia","10","{""formula"":"""",""result"":0.86}","{""formula"":""Q935*(IF(J935=\""Yes\"",1.25,1))"",""result"":1.075}","{""formula"":""R935*(IF(OR(VALUE(P935)>8,VALUE(D935)>80),1.25,1))"",""result"":1.34375}","{""formula"":""S935*(IF(H935=\""Mass Customer\"",0.85,1))"",""result"":1.1421875}","{""formula"":""RANK(W935,W1:W1002,0)"",""result"":930}","930","0.478125"
"Martino","Scoles","Male","18","27413","Senior Financial Analyst","Financial Services","Mass Customer","N","No","14","47 Scofield Junction","3620","VIC","Australia","4","{""formula"":"""",""result"":0.66}","{""formula"":""Q936*(IF(J936=\""Yes\"",1.25,1))"",""result"":0.66}","{""formula"":""R936*(IF(OR(VALUE(P936)>8,VALUE(D936)>80),1.25,1))"",""result"":0.66}","{""formula"":""S936*(IF(H936=\""Mass Customer\"",0.85,1))"",""result"":0.561}","{""formula"":""RANK(W936,W1:W1002,0)"",""result"":930}","930","0.478125"
"Morgen","Newport","Female","5","1960-08-31","Project Manager","Manufacturing","Mass Customer","N","No","6","9 Washington Center","3340","VIC","Australia","4","{""formula"":"""",""result"":0.86}","{""formula"":""Q937*(IF(J937=\""Yes\"",1.25,1))"",""result"":0.86}","{""formula"":""R937*(IF(OR(VALUE(P937)>8,VALUE(D937)>80),1.25,1))"",""result"":0.86}","{""formula"":""S937*(IF(H937=\""Mass Customer\"",0.85,1))"",""result"":0.731}","{""formula"":""RANK(W937,W1:W1002,0)"",""result"":930}","930","0.478125"
"Eugenie","Brinson","Female","79","1963-08-10","Assistant Media Planner","Entertainment","Mass Customer","N","Yes","17","7109 Grayhawk Avenue","3073","VIC","Australia","6","{""formula"":"""",""result"":0.94}","{""formula"":""Q938*(IF(J938=\""Yes\"",1.25,1))"",""result"":1.175}","{""formula"":""R938*(IF(OR(VALUE(P938)>8,VALUE(D938)>80),1.25,1))"",""result"":1.175}","{""formula"":""S938*(IF(H938=\""Mass Customer\"",0.85,1))"",""result"":0.9987499999999998}","{""formula"":""RANK(W938,W1:W1002,0)"",""result"":936}","936","0.476"
"Reinold","Natt","Male","16","1964-08-23","Help Desk Technician","Financial Services","High Net Worth","N","Yes","8","70 Evergreen Hill","3207","VIC","Australia","8","{""formula"":"""",""result"":0.73}","{""formula"":""Q939*(IF(J939=\""Yes\"",1.25,1))"",""result"":0.9125}","{""formula"":""R939*(IF(OR(VALUE(P939)>8,VALUE(D939)>80),1.25,1))"",""result"":0.9125}","{""formula"":""S939*(IF(H939=\""Mass Customer\"",0.85,1))"",""result"":0.9125}","{""formula"":""RANK(W939,W1:W1002,0)"",""result"":937}","937","0.47"
"Jo","Roberts","Female","41","1945-10-31","Paralegal","Financial Services","High Net Worth","N","Yes","11","20139 Lakewood Plaza","2440","NSW","Australia","3","{""formula"":"""",""result"":0.4}","{""formula"":""Q940*(IF(J940=\""Yes\"",1.25,1))"",""result"":0.5}","{""formula"":""R940*(IF(OR(VALUE(P940)>8,VALUE(D940)>80),1.25,1))"",""result"":0.5}","{""formula"":""S940*(IF(H940=\""Mass Customer\"",0.85,1))"",""result"":0.5}","{""formula"":""RANK(W940,W1:W1002,0)"",""result"":937}","937","0.47"
"Jacklin","Duchant","Female","77","1940-03-18","Legal Assistant","Argiculture","Mass Customer","N","No","17","9 Memorial Road","4132","QLD","Australia","4","{""formula"":"""",""result"":0.9}","{""formula"":""Q941*(IF(J941=\""Yes\"",1.25,1))"",""result"":0.9}","{""formula"":""R941*(IF(OR(VALUE(P941)>8,VALUE(D941)>80),1.25,1))"",""result"":0.9}","{""formula"":""S941*(IF(H941=\""Mass Customer\"",0.85,1))"",""result"":0.765}","{""formula"":""RANK(W941,W1:W1002,0)"",""result"":939}","939","0.4675"
"Colas","Gabbitas","Male","98","1946-09-09","Staff Scientist","Retail","High Net Worth","N","No","20","3094 Elka Place","2166","NSW","Australia","9","{""formula"":"""",""result"":0.66}","{""formula"":""Q942*(IF(J942=\""Yes\"",1.25,1))"",""result"":0.66}","{""formula"":""R942*(IF(OR(VALUE(P942)>8,VALUE(D942)>80),1.25,1))"",""result"":0.8250000000000001}","{""formula"":""S942*(IF(H942=\""Mass Customer\"",0.85,1))"",""result"":0.8250000000000001}","{""formula"":""RANK(W942,W1:W1002,0)"",""result"":939}","939","0.4675"
"Claudetta","Ricciardiello","Female","61","27149","Internal Auditor","Financial Services","Mass Customer","N","Yes","21","31 Schurz Parkway","3181","VIC","Australia","8","{""formula"":"""",""result"":0.56}","{""formula"":""Q943*(IF(J943=\""Yes\"",1.25,1))"",""result"":0.7000000000000001}","{""formula"":""R943*(IF(OR(VALUE(P943)>8,VALUE(D943)>80),1.25,1))"",""result"":0.7000000000000001}","{""formula"":""S943*(IF(H943=\""Mass Customer\"",0.85,1))"",""result"":0.5950000000000001}","{""formula"":""RANK(W943,W1:W1002,0)"",""result"":939}","939","0.4675"
"Angele","Cadore","Female","5","1954-09-06","Chief Design Engineer","n/a","Mass Customer","N","Yes","7","85894 Amoth Court","4125","QLD","Australia","7","{""formula"":"""",""result"":0.85}","{""formula"":""Q944*(IF(J944=\""Yes\"",1.25,1))"",""result"":1.0625}","{""formula"":""R944*(IF(OR(VALUE(P944)>8,VALUE(D944)>80),1.25,1))"",""result"":1.0625}","{""formula"":""S944*(IF(H944=\""Mass Customer\"",0.85,1))"",""result"":0.903125}","{""formula"":""RANK(W944,W1:W1002,0)"",""result"":939}","939","0.4675"
"Cicily","Hast","Female","63","1971-04-26","Food Chemist","Health","Affluent Customer","N","Yes","8","955 Burning Wood Way","2478","NSW","Australia","3","{""formula"":"""",""result"":0.77}","{""formula"":""Q945*(IF(J945=\""Yes\"",1.25,1))"",""result"":0.9625}","{""formula"":""R945*(IF(OR(VALUE(P945)>8,VALUE(D945)>80),1.25,1))"",""result"":0.9625}","{""formula"":""S945*(IF(H945=\""Mass Customer\"",0.85,1))"",""result"":0.9625}","{""formula"":""RANK(W945,W1:W1002,0)"",""result"":939}","939","0.4675"
"Harland","Messenger","Male","90","27177","Software Test Engineer I","Retail","Mass Customer","N","No","8","27 Crownhardt Center","3934","VIC","Australia","10","{""formula"":"""",""result"":0.41}","{""formula"":""Q946*(IF(J946=\""Yes\"",1.25,1))"",""result"":0.41}","{""formula"":""R946*(IF(OR(VALUE(P946)>8,VALUE(D946)>80),1.25,1))"",""result"":0.5125}","{""formula"":""S946*(IF(H946=\""Mass Customer\"",0.85,1))"",""result"":0.4356249999999999}","{""formula"":""RANK(W946,W1:W1002,0)"",""result"":944}","944","0.46"
"Sim","Constantinou","Male","91","1992-08-09","Analog Circuit Design manager","Property","Mass Customer","N","No","5","41002 Loomis Park","2010","NSW","Australia","9","{""formula"":"""",""result"":0.46}","{""formula"":""Q947*(IF(J947=\""Yes\"",1.25,1))"",""result"":0.46}","{""formula"":""R947*(IF(OR(VALUE(P947)>8,VALUE(D947)>80),1.25,1))"",""result"":0.5750000000000001}","{""formula"":""S947*(IF(H947=\""Mass Customer\"",0.85,1))"",""result"":0.48875}","{""formula"":""RANK(W947,W1:W1002,0)"",""result"":944}","944","0.46"
"Shanon","Rolfe","Female","63","1941-08-19","Sales Representative","Retail","High Net Worth","N","No","8","10 Cottonwood Point","2530","NSW","Australia","7","{""formula"":"""",""result"":0.91}","{""formula"":""Q948*(IF(J948=\""Yes\"",1.25,1))"",""result"":0.91}","{""formula"":""R948*(IF(OR(VALUE(P948)>8,VALUE(D948)>80),1.25,1))"",""result"":0.91}","{""formula"":""S948*(IF(H948=\""Mass Customer\"",0.85,1))"",""result"":0.91}","{""formula"":""RANK(W948,W1:W1002,0)"",""result"":944}","944","0.46"
"Chryste","Oddboy","Female","44","1988-08-22","Software Engineer III","Manufacturing","High Net Worth","N","Yes","4","2115 Maryland Alley","2320","NSW","Australia","9","{""formula"":"""",""result"":0.67}","{""formula"":""Q949*(IF(J949=\""Yes\"",1.25,1))"",""result"":0.8375}","{""formula"":""R949*(IF(OR(VALUE(P949)>8,VALUE(D949)>80),1.25,1))"",""result"":1.046875}","{""formula"":""S949*(IF(H949=\""Mass Customer\"",0.85,1))"",""result"":1.046875}","{""formula"":""RANK(W949,W1:W1002,0)"",""result"":947}","947","0.459"
"Edin","Patinkin","Female","35","1992-03-26","Account Executive","Health","Mass Customer","N","No","17","6 Milwaukee Hill","3015","VIC","Australia","4","{""formula"":"""",""result"":0.76}","{""formula"":""Q950*(IF(J950=\""Yes\"",1.25,1))"",""result"":0.76}","{""formula"":""R950*(IF(OR(VALUE(P950)>8,VALUE(D950)>80),1.25,1))"",""result"":0.76}","{""formula"":""S950*(IF(H950=\""Mass Customer\"",0.85,1))"",""result"":0.646}","{""formula"":""RANK(W950,W1:W1002,0)"",""result"":948}","948","0.456875"
"Nolly","Ivanchikov","Male","13","1994-02-10","Help Desk Operator","Manufacturing","High Net Worth","N","Yes","11","6792 Kropf Hill","2049","NSW","Australia","11","{""formula"":"""",""result"":0.47}","{""formula"":""Q951*(IF(J951=\""Yes\"",1.25,1))"",""result"":0.5874999999999999}","{""formula"":""R951*(IF(OR(VALUE(P951)>8,VALUE(D951)>80),1.25,1))"",""result"":0.7343749999999999}","{""formula"":""S951*(IF(H951=\""Mass Customer\"",0.85,1))"",""result"":0.7343749999999999}","{""formula"":""RANK(W951,W1:W1002,0)"",""result"":948}","948","0.456875"
"Michele","Pammenter","Male","23","1983-06-26","Teacher","Health","High Net Worth","N","No","2","37 Mesta Road","3198","VIC","Australia","8","{""formula"":"""",""result"":0.48}","{""formula"":""Q952*(IF(J952=\""Yes\"",1.25,1))"",""result"":0.48}","{""formula"":""R952*(IF(OR(VALUE(P952)>8,VALUE(D952)>80),1.25,1))"",""result"":0.48}","{""formula"":""S952*(IF(H952=\""Mass Customer\"",0.85,1))"",""result"":0.48}","{""formula"":""RANK(W952,W1:W1002,0)"",""result"":948}","948","0.456875"
"Liane","Abelevitz","Female","26","1976-11-25","Operator","n/a","Mass Customer","N","No","3","85340 Hovde Way","3153","VIC","Australia","7","{""formula"":"""",""result"":0.73}","{""formula"":""Q953*(IF(J953=\""Yes\"",1.25,1))"",""result"":0.73}","{""formula"":""R953*(IF(OR(VALUE(P953)>8,VALUE(D953)>80),1.25,1))"",""result"":0.73}","{""formula"":""S953*(IF(H953=\""Mass Customer\"",0.85,1))"",""result"":0.6204999999999999}","{""formula"":""RANK(W953,W1:W1002,0)"",""result"":951}","951","0.4505"
"Philbert","Bangs","Male","67","1966-03-03","Environmental Specialist","IT","Mass Customer","N","Yes","6","02643 Moose Court","4500","QLD","Australia","7","{""formula"":"""",""result"":0.45}","{""formula"":""Q954*(IF(J954=\""Yes\"",1.25,1))"",""result"":0.5625}","{""formula"":""R954*(IF(OR(VALUE(P954)>8,VALUE(D954)>80),1.25,1))"",""result"":0.5625}","{""formula"":""S954*(IF(H954=\""Mass Customer\"",0.85,1))"",""result"":0.478125}","{""formula"":""RANK(W954,W1:W1002,0)"",""result"":951}","951","0.4505"
"Candy",,"Female","23","1977-12-08",,"Financial Services","Mass Customer","N","No","6","59252 Maryland Drive","3500","VIC","Australia","3","{""formula"":"""",""result"":1.03}","{""formula"":""Q955*(IF(J955=\""Yes\"",1.25,1))"",""result"":1.03}","{""formula"":""R955*(IF(OR(VALUE(P955)>8,VALUE(D955)>80),1.25,1))"",""result"":1.03}","{""formula"":""S955*(IF(H955=\""Mass Customer\"",0.85,1))"",""result"":0.8755}","{""formula"":""RANK(W955,W1:W1002,0)"",""result"":951}","951","0.4505"
"Noami","Cokly","Female","74","1962-09-17",,"Manufacturing","Mass Customer","N","Yes","15","2886 Buena Vista Terrace","2038","NSW","Australia","11","{""formula"":"""",""result"":0.43}","{""formula"":""Q956*(IF(J956=\""Yes\"",1.25,1))"",""result"":0.5375}","{""formula"":""R956*(IF(OR(VALUE(P956)>8,VALUE(D956)>80),1.25,1))"",""result"":0.671875}","{""formula"":""S956*(IF(H956=\""Mass Customer\"",0.85,1))"",""result"":0.57109375}","{""formula"":""RANK(W956,W1:W1002,0)"",""result"":954}","954","0.45"
